Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Age_Group,Attrition_Flag_Original,Attrition_Flag_Existing Customer
45,F,3,High School,Unknown,Less than $40K,Blue,33,5,1,1,6225.0,1596,4629.0,0.826,4129.0,71,0.651,0.256,Middle-aged,Existing Customer,1
49,F,4,Unknown,Single,Unknown,Blue,31,6,3,3,2672.0,0,2672.0,1.038,2576.0,39,0.5,0.0,Middle-aged,Attrited Customer,0
41,F,4,Graduate,Divorced,$40K - $60K,Blue,33,1,3,1,10360.0,2517,7843.0,0.632,2414.0,28,0.273,0.243,Middle-aged,Attrited Customer,0
50,M,2,High School,Married,$120K +,Blue,38,5,6,0,10747.0,1027,9720.0,0.925,4538.0,63,0.658,0.096,Middle-aged,Existing Customer,1
46,M,5,Uneducated,Single,$60K - $80K,Blue,33,4,1,3,3135.0,0,3135.0,0.572,4116.0,68,0.7,0.0,Middle-aged,Existing Customer,1
42,F,3,Uneducated,Single,Less than $40K,Blue,22,4,1,4,1438.3,860,578.3,0.761,4754.0,79,0.837,0.598,Middle-aged,Existing Customer,1
41,F,4,Uneducated,Unknown,Less than $40K,Blue,32,4,3,1,3189.0,0,3189.0,0.91,4813.0,86,0.755,0.0,Middle-aged,Existing Customer,1
65,M,1,Uneducated,Single,Less than $40K,Blue,55,3,2,4,8963.0,0,8963.0,0.744,4511.0,76,0.689,0.0,Older,Existing Customer,1
55,M,1,Uneducated,Single,$60K - $80K,Blue,48,5,2,2,1723.0,0,1723.0,1.038,2574.0,43,0.72,0.0,Middle-aged,Attrited Customer,0
36,F,3,Uneducated,Married,Unknown,Blue,23,6,6,1,2161.0,1404,757.0,0.68,4389.0,77,0.878,0.65,Middle-aged,Existing Customer,1
46,F,3,Graduate,Single,Less than $40K,Blue,27,6,3,3,3901.0,1001,2900.0,0.822,4313.0,72,1.323,0.257,Middle-aged,Existing Customer,1
58,F,1,Doctorate,Married,Less than $40K,Blue,48,4,2,2,1438.3,801,637.3,0.595,4223.0,60,0.579,0.557,Older,Existing Customer,1
42,F,3,Uneducated,Divorced,Less than $40K,Blue,38,5,2,2,3131.0,849,2282.0,0.992,3108.0,62,0.59,0.271,Middle-aged,Existing Customer,1
38,F,2,Graduate,Single,$40K - $60K,Blue,36,6,2,3,2331.0,1709,622.0,0.851,4417.0,69,0.816,0.733,Middle-aged,Existing Customer,1
29,F,1,Uneducated,Married,Less than $40K,Blue,18,3,3,3,1895.0,1146,749.0,0.685,4333.0,72,0.714,0.605,Young,Existing Customer,1
46,F,4,Unknown,Divorced,Unknown,Blue,40,5,2,3,23836.25,1406,25090.0,0.96,3691.0,75,0.705,0.053,Middle-aged,Existing Customer,1
55,F,2,Graduate,Single,Less than $40K,Blue,49,2,1,2,1583.0,234,1349.0,0.639,2541.0,36,0.385,0.148,Middle-aged,Attrited Customer,0
57,F,2,High School,Married,Less than $40K,Blue,36,4,2,2,1438.3,904,534.3,0.761,3887.0,79,0.837,0.629,Older,Existing Customer,1
45,F,4,Graduate,Single,Less than $40K,Blue,36,5,3,2,2072.0,1544,528.0,0.903,4210.0,64,0.939,0.745,Middle-aged,Existing Customer,1
47,F,1,Doctorate,Divorced,Less than $40K,Blue,37,6,3,3,2707.0,1367,1340.0,0.794,4646.0,73,0.78,0.505,Middle-aged,Existing Customer,1
43,F,3,High School,Married,Less than $40K,Silver,31,3,3,4,13608.0,1190,12418.0,0.553,3118.0,76,0.767,0.087,Middle-aged,Existing Customer,1
52,F,3,Unknown,Single,Unknown,Blue,36,3,1,2,10273.0,1657,8616.0,0.71,3778.0,70,0.591,0.161,Middle-aged,Existing Customer,1
64,F,0,High School,Single,Less than $40K,Blue,56,6,6,1,2609.0,1115,1494.0,0.753,4546.0,59,0.903,0.427,Older,Existing Customer,1
52,F,2,Graduate,Married,Less than $40K,Blue,39,4,1,3,8431.0,1862,6569.0,0.59,2008.0,37,0.682,0.221,Middle-aged,Existing Customer,1
61,M,0,High School,Divorced,$60K - $80K,Blue,51,6,3,4,5852.0,1935,3917.0,0.829,3689.0,55,0.618,0.331,Older,Existing Customer,1
40,F,3,Uneducated,Married,Less than $40K,Blue,35,5,2,4,3140.0,2183,957.0,0.58,5109.0,78,0.733,0.695,Middle-aged,Existing Customer,1
50,M,4,Unknown,Married,$40K - $60K,Blue,35,6,1,5,12914.0,1227,11687.0,0.392,2082.0,54,0.459,0.095,Middle-aged,Attrited Customer,0
45,F,5,Graduate,Single,Less than $40K,Blue,34,5,1,0,8694.0,961,7733.0,0.551,1753.0,49,0.441,0.111,Middle-aged,Existing Customer,1
36,F,1,Unknown,Single,Less than $40K,Blue,24,2,1,2,1735.0,0,1735.0,0.74,2467.0,35,0.346,0.0,Middle-aged,Attrited Customer,0
51,F,3,High School,Single,Unknown,Blue,46,4,1,4,2286.0,1641,645.0,0.947,4321.0,89,0.712,0.718,Middle-aged,Existing Customer,1
43,F,2,Graduate,Married,Less than $40K,Blue,36,5,2,4,3589.0,1808,1781.0,0.75,4262.0,70,0.667,0.504,Middle-aged,Existing Customer,1
51,F,2,Unknown,Single,Less than $40K,Blue,39,5,2,4,2673.0,1275,1398.0,0.691,4119.0,75,1.027,0.477,Middle-aged,Existing Customer,1
47,M,2,Unknown,Married,$80K - $120K,Blue,36,3,1,3,9437.0,2024,7413.0,0.664,4715.0,78,0.696,0.214,Middle-aged,Existing Customer,1
39,F,2,High School,Single,$40K - $60K,Blue,28,3,2,2,2751.0,2258,493.0,0.634,4386.0,67,0.675,0.821,Middle-aged,Existing Customer,1
40,M,1,High School,Single,$40K - $60K,Blue,28,6,2,1,11557.0,1050,10507.0,0.754,4064.0,75,0.786,0.091,Middle-aged,Existing Customer,1
38,F,2,High School,Married,Unknown,Blue,27,5,2,1,14831.0,1302,13529.0,0.916,4467.0,73,0.698,0.088,Middle-aged,Existing Customer,1
51,F,2,Graduate,Single,$40K - $60K,Blue,36,3,1,4,1495.0,0,1495.0,0.528,2220.0,50,0.562,0.0,Middle-aged,Attrited Customer,0
44,M,5,Unknown,Married,$60K - $80K,Blue,34,5,3,2,2791.0,1979,812.0,0.807,4617.0,70,0.628,0.709,Middle-aged,Existing Customer,1
38,M,3,Graduate,Single,$120K +,Blue,29,4,3,0,9703.0,941,8762.0,0.721,4190.0,81,1.025,0.097,Middle-aged,Existing Customer,1
47,M,5,Unknown,Single,$120K +,Blue,39,6,3,1,3889.0,1839,2050.0,0.911,4423.0,63,0.703,0.473,Middle-aged,Existing Customer,1
32,F,0,Unknown,Single,Unknown,Blue,26,6,2,4,14140.0,845,13295.0,0.715,5036.0,76,0.689,0.06,Young,Existing Customer,1
53,M,3,Post-Graduate,Married,$80K - $120K,Blue,47,5,2,1,9106.0,975,8131.0,0.588,3863.0,74,0.644,0.107,Middle-aged,Existing Customer,1
40,F,3,Uneducated,Married,Less than $40K,Blue,34,5,1,2,2694.0,0,2694.0,0.872,2684.0,38,0.31,0.0,Middle-aged,Attrited Customer,0
45,M,3,Graduate,Divorced,$60K - $80K,Blue,36,6,3,2,19629.0,0,19629.0,0.766,4073.0,79,0.881,0.0,Middle-aged,Existing Customer,1
41,M,4,Graduate,Single,$40K - $60K,Blue,36,3,1,1,6507.0,1452,5055.0,0.802,4544.0,89,0.854,0.223,Middle-aged,Existing Customer,1
53,F,2,College,Single,Unknown,Blue,49,2,2,4,10195.0,0,10195.0,0.629,2489.0,54,0.385,0.0,Middle-aged,Attrited Customer,0
44,F,5,College,Married,Less than $40K,Blue,34,4,1,2,2096.0,1711,385.0,0.746,3692.0,68,0.744,0.816,Middle-aged,Existing Customer,1
39,F,2,Graduate,Single,$40K - $60K,Blue,36,5,1,1,11314.0,0,11314.0,0.674,3761.0,70,0.628,0.0,Middle-aged,Existing Customer,1
50,F,1,Uneducated,Single,Less than $40K,Blue,37,6,1,1,1837.0,665,1172.0,0.844,4752.0,88,0.66,0.362,Middle-aged,Existing Customer,1
39,M,3,Unknown,Single,$60K - $80K,Blue,23,1,2,3,7821.0,2517,5304.0,0.408,2010.0,43,0.344,0.322,Middle-aged,Attrited Customer,0
44,F,3,Graduate,Married,Less than $40K,Blue,36,6,3,4,1984.0,0,1984.0,0.89,2506.0,46,0.643,0.0,Middle-aged,Attrited Customer,0
56,F,3,Post-Graduate,Single,Less than $40K,Blue,36,4,3,0,2535.0,1699,836.0,0.72,4497.0,68,0.789,0.67,Older,Existing Customer,1
63,M,0,Uneducated,Single,$40K - $60K,Blue,36,3,3,3,1970.0,1224,746.0,0.54,4533.0,65,0.625,0.621,Older,Existing Customer,1
50,M,1,Unknown,Married,$120K +,Blue,38,4,5,3,23836.25,2076,32440.0,0.812,3647.0,65,0.667,0.06,Middle-aged,Existing Customer,1
40,F,3,Graduate,Single,Less than $40K,Blue,29,5,1,4,2694.0,1833,861.0,1.044,3366.0,56,1.074,0.68,Middle-aged,Existing Customer,1
48,M,3,Unknown,Single,$60K - $80K,Blue,40,6,3,3,4476.0,0,4476.0,0.683,3350.0,67,0.634,0.0,Middle-aged,Existing Customer,1
53,F,2,Uneducated,Single,$40K - $60K,Blue,47,1,2,3,1699.0,0,1699.0,0.602,2520.0,49,0.531,0.0,Middle-aged,Attrited Customer,0
44,F,1,Uneducated,Married,Less than $40K,Blue,36,3,2,4,1953.0,1762,191.0,0.743,4590.0,91,0.655,0.902,Middle-aged,Existing Customer,1
56,F,2,Graduate,Unknown,Unknown,Blue,45,5,1,3,5264.0,0,5264.0,0.852,4943.0,70,0.795,0.0,Older,Existing Customer,1
40,F,3,Uneducated,Single,Unknown,Blue,36,3,2,2,3698.0,478,3220.0,0.611,2051.0,31,0.632,0.129,Middle-aged,Attrited Customer,0
41,M,4,Graduate,Single,$120K +,Blue,35,5,3,3,23836.25,825,33691.0,0.982,3127.0,51,0.962,0.024,Middle-aged,Existing Customer,1
40,F,4,Unknown,Married,Less than $40K,Blue,28,4,1,1,2712.0,0,2712.0,0.835,5207.0,79,0.927,0.0,Middle-aged,Existing Customer,1
45,F,4,High School,Divorced,Less than $40K,Blue,36,3,1,4,5486.0,685,4801.0,0.879,2965.0,70,0.556,0.125,Middle-aged,Existing Customer,1
40,F,2,Post-Graduate,Married,Less than $40K,Blue,32,3,3,0,2107.0,941,1166.0,0.975,4858.0,73,0.738,0.447,Middle-aged,Existing Customer,1
52,M,3,Uneducated,Unknown,$120K +,Blue,45,4,1,2,18096.0,2404,15692.0,0.734,3880.0,68,0.478,0.133,Middle-aged,Existing Customer,1
59,F,2,Unknown,Single,Unknown,Blue,45,1,3,3,2721.0,1885,836.0,0.853,2594.0,48,0.455,0.693,Older,Attrited Customer,0
49,F,2,High School,Divorced,Less than $40K,Blue,36,6,3,3,2976.0,2257,719.0,0.75,3837.0,57,0.781,0.758,Middle-aged,Existing Customer,1
47,M,2,Graduate,Divorced,$80K - $120K,Blue,40,6,1,3,16741.0,1225,15516.0,0.641,3608.0,56,0.514,0.073,Middle-aged,Existing Customer,1
42,F,3,Graduate,Divorced,Less than $40K,Blue,36,5,2,3,3714.0,2517,1197.0,0.857,4715.0,85,0.848,0.678,Middle-aged,Existing Customer,1
41,F,5,Graduate,Married,Less than $40K,Blue,28,6,2,2,6936.0,0,6936.0,0.883,2874.0,44,0.63,0.0,Middle-aged,Attrited Customer,0
43,M,5,High School,Married,$120K +,Blue,37,4,3,4,11099.0,0,11099.0,0.89,3980.0,77,0.75,0.0,Middle-aged,Existing Customer,1
40,F,4,Graduate,Single,Less than $40K,Gold,20,6,4,3,15987.0,1965,14022.0,0.722,4542.0,70,0.591,0.123,Middle-aged,Existing Customer,1
45,F,1,High School,Unknown,Less than $40K,Blue,35,4,4,4,4406.0,1247,3159.0,1.037,3964.0,76,0.854,0.283,Middle-aged,Existing Customer,1
43,M,2,High School,Married,$120K +,Silver,23,3,3,2,23836.25,1153,33363.0,0.89,4486.0,71,0.69,0.033,Middle-aged,Existing Customer,1
48,F,2,Graduate,Married,Unknown,Blue,40,3,2,4,5104.0,736,4368.0,0.679,3943.0,78,0.696,0.144,Middle-aged,Existing Customer,1
46,F,1,Uneducated,Single,$40K - $60K,Blue,30,3,2,1,7195.0,0,7195.0,1.035,2751.0,47,1.136,0.0,Middle-aged,Attrited Customer,0
41,F,3,Doctorate,Married,Less than $40K,Blue,36,3,1,1,1956.0,1053,903.0,0.941,4924.0,70,0.795,0.538,Middle-aged,Existing Customer,1
38,F,3,Post-Graduate,Married,Less than $40K,Blue,32,4,3,2,3317.0,2517,800.0,0.862,3772.0,74,1.0,0.759,Middle-aged,Existing Customer,1
45,F,0,Unknown,Married,$40K - $60K,Blue,30,3,2,4,2759.0,0,2759.0,0.535,2061.0,47,0.424,0.0,Middle-aged,Attrited Customer,0
44,F,2,Graduate,Married,Unknown,Blue,36,3,1,2,6038.0,0,6038.0,0.666,4375.0,81,0.688,0.0,Middle-aged,Existing Customer,1
35,F,2,Uneducated,Single,Less than $40K,Blue,36,3,2,1,2942.0,2100,842.0,0.694,4548.0,71,0.821,0.714,Young,Existing Customer,1
49,F,4,Graduate,Married,Less than $40K,Blue,39,4,2,3,5095.0,0,5095.0,0.729,3808.0,89,0.508,0.0,Middle-aged,Existing Customer,1
47,F,4,Graduate,Unknown,Less than $40K,Blue,35,4,2,4,1438.3,0,1438.3,0.571,3778.0,69,0.816,0.0,Middle-aged,Existing Customer,1
48,M,3,High School,Single,$80K - $120K,Blue,36,3,3,4,10111.0,868,9243.0,0.748,4791.0,68,0.889,0.086,Middle-aged,Existing Customer,1
50,F,4,Graduate,Single,Less than $40K,Blue,44,2,3,2,3201.0,2517,684.0,0.445,1880.0,42,0.355,0.786,Middle-aged,Attrited Customer,0
44,M,4,Uneducated,Unknown,$60K - $80K,Blue,36,6,1,3,2761.0,0,2761.0,0.619,3706.0,65,0.585,0.0,Middle-aged,Existing Customer,1
37,M,3,Graduate,Divorced,$40K - $60K,Blue,36,5,2,0,5987.0,1405,4582.0,0.952,4011.0,72,0.674,0.235,Middle-aged,Existing Customer,1
47,F,3,High School,Single,Unknown,Blue,41,5,1,3,5630.0,748,4882.0,0.804,4904.0,81,0.761,0.133,Middle-aged,Existing Customer,1
35,F,1,Graduate,Single,Unknown,Blue,36,6,2,3,6622.0,2126,4496.0,1.041,3668.0,60,0.818,0.321,Young,Existing Customer,1
51,M,0,Graduate,Married,$120K +,Blue,36,4,2,3,18733.0,1292,17441.0,0.442,5080.0,85,0.491,0.069,Middle-aged,Existing Customer,1
36,F,3,Graduate,Single,$40K - $60K,Blue,18,4,3,3,2265.0,1345,920.0,0.808,4009.0,73,0.49,0.594,Middle-aged,Existing Customer,1
33,F,2,Unknown,Married,$40K - $60K,Blue,19,4,3,4,2907.0,1537,1370.0,0.79,4390.0,76,1.0,0.529,Young,Existing Customer,1
32,F,0,Uneducated,Married,Unknown,Blue,36,6,3,2,8791.0,0,8791.0,0.894,2579.0,51,0.594,0.0,Young,Attrited Customer,0
59,F,0,Doctorate,Married,Less than $40K,Blue,52,6,4,2,2302.0,0,2302.0,0.52,2256.0,40,0.667,0.0,Older,Attrited Customer,0
51,F,2,Unknown,Unknown,$40K - $60K,Blue,44,4,6,4,5489.0,1665,3824.0,0.742,4010.0,75,0.786,0.303,Middle-aged,Existing Customer,1
50,F,1,High School,Married,Less than $40K,Blue,32,4,1,3,2055.0,1276,779.0,0.869,5025.0,70,0.707,0.621,Middle-aged,Existing Customer,1
39,F,1,Post-Graduate,Married,$40K - $60K,Blue,36,5,3,2,2147.0,771,1376.0,0.69,4631.0,76,0.767,0.359,Middle-aged,Existing Customer,1
49,F,4,Unknown,Divorced,Less than $40K,Blue,45,3,3,3,1757.0,1307,450.0,0.769,4750.0,72,0.756,0.744,Middle-aged,Existing Customer,1
43,M,3,College,Married,$80K - $120K,Blue,25,3,3,3,2900.0,2517,383.0,0.719,2180.0,31,0.409,0.868,Middle-aged,Attrited Customer,0
41,F,2,Graduate,Single,Less than $40K,Blue,29,4,2,3,2670.0,2079,591.0,0.649,3895.0,59,0.788,0.779,Middle-aged,Existing Customer,1
51,M,2,Unknown,Divorced,$80K - $120K,Blue,38,4,2,3,21382.0,1692,19690.0,0.731,3060.0,66,0.65,0.079,Middle-aged,Existing Customer,1
54,F,0,College,Married,$40K - $60K,Blue,46,6,2,3,2254.0,533,1721.0,1.043,4913.0,84,0.909,0.236,Middle-aged,Existing Customer,1
40,F,5,Unknown,Single,Unknown,Blue,31,6,3,1,4433.0,1488,2945.0,0.669,3847.0,76,0.9,0.336,Middle-aged,Existing Customer,1
55,F,2,Graduate,Married,Less than $40K,Blue,36,4,2,4,1438.3,739,699.3,0.727,4078.0,77,0.54,0.514,Middle-aged,Existing Customer,1
49,F,2,Graduate,Unknown,Less than $40K,Blue,29,6,3,3,2520.0,1473,1047.0,0.515,2061.0,36,0.241,0.585,Middle-aged,Attrited Customer,0
41,F,3,Graduate,Single,$40K - $60K,Blue,31,4,3,2,5655.0,1154,4501.0,0.702,2189.0,51,0.7,0.204,Middle-aged,Attrited Customer,0
48,M,4,Unknown,Divorced,$60K - $80K,Blue,31,4,1,1,1438.3,0,1438.3,0.836,4509.0,74,0.451,0.0,Middle-aged,Existing Customer,1
44,F,3,Unknown,Single,Less than $40K,Blue,34,3,3,4,2786.0,1635,1151.0,0.921,4532.0,82,1.0,0.587,Middle-aged,Existing Customer,1
51,F,3,High School,Divorced,Less than $40K,Blue,36,4,3,0,3961.0,1729,2232.0,0.783,4066.0,63,0.8,0.437,Middle-aged,Existing Customer,1
43,M,3,Unknown,Unknown,$60K - $80K,Blue,32,4,1,3,2476.0,1944,532.0,0.881,4025.0,65,0.585,0.785,Middle-aged,Existing Customer,1
52,M,3,Uneducated,Married,$80K - $120K,Blue,44,3,3,3,11606.0,0,11606.0,0.797,2623.0,39,0.393,0.0,Middle-aged,Attrited Customer,0
45,F,3,Unknown,Married,Unknown,Blue,36,6,1,3,8459.0,757,7702.0,0.648,4677.0,87,0.673,0.089,Middle-aged,Existing Customer,1
48,F,2,Graduate,Single,Unknown,Blue,29,6,1,2,9554.0,2337,7217.0,0.79,4049.0,71,0.69,0.245,Middle-aged,Existing Customer,1
50,M,2,Uneducated,Single,$60K - $80K,Blue,43,4,3,3,4388.0,642,3746.0,0.815,3836.0,81,0.723,0.146,Middle-aged,Existing Customer,1
43,M,2,Graduate,Married,$60K - $80K,Blue,28,6,3,2,19826.0,1389,18437.0,0.614,3561.0,73,0.659,0.07,Middle-aged,Existing Customer,1
34,F,1,Graduate,Married,$40K - $60K,Blue,27,3,1,3,2173.0,0,2173.0,0.922,4392.0,83,0.766,0.0,Young,Existing Customer,1
48,F,3,Unknown,Unknown,$40K - $60K,Blue,36,6,2,2,2545.0,1894,651.0,0.911,4660.0,68,0.789,0.744,Middle-aged,Existing Customer,1
49,F,4,Graduate,Married,Less than $40K,Blue,38,5,2,4,1757.0,0,1757.0,0.89,2557.0,45,0.406,0.0,Middle-aged,Attrited Customer,0
54,M,2,Graduate,Married,$80K - $120K,Blue,37,3,2,3,3164.0,2201,963.0,0.679,4410.0,86,0.623,0.696,Middle-aged,Existing Customer,1
44,F,2,Graduate,Married,Less than $40K,Blue,40,6,2,2,6022.0,871,5151.0,0.6,3745.0,74,0.423,0.145,Middle-aged,Existing Customer,1
46,F,3,College,Married,Less than $40K,Blue,36,2,3,4,1804.0,0,1804.0,0.537,2077.0,44,0.419,0.0,Middle-aged,Attrited Customer,0
53,M,2,Uneducated,Divorced,$120K +,Blue,42,4,2,2,22664.0,0,22664.0,0.749,4586.0,89,0.745,0.0,Middle-aged,Existing Customer,1
39,M,3,Graduate,Single,$60K - $80K,Blue,36,5,3,4,2527.0,2204,323.0,0.9,4598.0,85,0.771,0.872,Middle-aged,Existing Customer,1
49,F,0,Doctorate,Married,Less than $40K,Blue,40,3,4,4,3547.0,2517,1030.0,0.805,2715.0,45,0.731,0.71,Middle-aged,Attrited Customer,0
52,F,1,College,Single,Less than $40K,Blue,43,5,2,3,1438.3,604,834.3,0.81,4219.0,83,0.694,0.42,Middle-aged,Existing Customer,1
51,F,1,College,Married,Unknown,Blue,38,3,2,4,6182.0,1516,4666.0,1.137,3801.0,61,0.968,0.245,Middle-aged,Existing Customer,1
40,M,3,High School,Unknown,$80K - $120K,Blue,34,1,3,4,23836.25,0,29715.0,0.399,2128.0,39,0.345,0.0,Middle-aged,Attrited Customer,0
49,F,2,College,Married,Less than $40K,Blue,36,4,3,3,2154.0,1490,664.0,0.727,3664.0,63,0.853,0.692,Middle-aged,Existing Customer,1
46,M,3,Graduate,Unknown,$60K - $80K,Blue,36,6,3,4,2179.0,1632,547.0,0.801,4025.0,69,0.683,0.749,Middle-aged,Existing Customer,1
59,M,0,Uneducated,Single,$60K - $80K,Blue,48,5,1,3,4906.0,1302,3604.0,0.862,4833.0,80,0.905,0.265,Older,Existing Customer,1
38,F,1,Unknown,Married,$40K - $60K,Blue,26,5,3,1,2346.0,1407,939.0,0.77,4116.0,79,0.975,0.6,Middle-aged,Existing Customer,1
45,F,3,Graduate,Single,Less than $40K,Blue,36,5,2,3,4753.0,0,4753.0,0.856,3895.0,71,0.578,0.0,Middle-aged,Existing Customer,1
44,F,2,Graduate,Divorced,Less than $40K,Blue,36,3,2,3,1880.0,0,1880.0,0.519,2469.0,34,0.417,0.0,Middle-aged,Attrited Customer,0
64,M,0,College,Single,Less than $40K,Silver,56,5,4,4,12155.0,0,12155.0,0.446,4618.0,60,0.875,0.0,Older,Existing Customer,1
49,F,1,Graduate,Married,$40K - $60K,Blue,36,5,3,1,2721.0,1527,1194.0,0.743,4622.0,88,0.725,0.561,Middle-aged,Existing Customer,1
51,F,1,Graduate,Married,Less than $40K,Blue,44,6,2,0,6160.0,2258,3902.0,0.717,3986.0,80,0.6,0.367,Middle-aged,Existing Customer,1
41,F,4,Graduate,Single,Less than $40K,Blue,24,3,3,1,2069.0,1393,676.0,0.875,4962.0,70,0.75,0.673,Middle-aged,Existing Customer,1
41,M,2,High School,Single,$80K - $120K,Blue,29,6,3,4,23836.25,1258,27164.0,0.672,4841.0,80,0.6,0.044,Middle-aged,Existing Customer,1
39,M,4,Uneducated,Married,$80K - $120K,Blue,27,6,4,2,1438.3,0,1438.3,0.797,4282.0,69,0.725,0.0,Middle-aged,Existing Customer,1
41,M,3,Graduate,Divorced,Less than $40K,Blue,23,5,2,4,1438.3,0,1438.3,0.735,4416.0,68,0.744,0.0,Middle-aged,Existing Customer,1
65,M,0,Graduate,Single,Unknown,Blue,48,1,4,3,1671.0,0,1671.0,0.725,2701.0,51,0.889,0.0,Older,Attrited Customer,0
44,F,5,Graduate,Single,Less than $40K,Blue,37,1,2,4,1491.0,0,1491.0,0.551,1970.0,46,0.484,0.0,Middle-aged,Attrited Customer,0
43,M,3,Graduate,Unknown,$80K - $120K,Blue,29,1,2,6,11422.0,1095,10327.0,0.773,2439.0,45,0.8,0.096,Middle-aged,Attrited Customer,0
54,F,4,Unknown,Married,Less than $40K,Blue,43,3,3,0,5139.0,0,5139.0,0.33,1653.0,44,0.692,0.0,Middle-aged,Attrited Customer,0
61,M,0,Doctorate,Single,$60K - $80K,Blue,56,4,1,3,4783.0,2517,2266.0,1.024,2870.0,50,1.174,0.526,Older,Existing Customer,1
47,M,3,Unknown,Single,$60K - $80K,Blue,36,3,2,1,2589.0,1693,896.0,0.878,4259.0,83,0.766,0.654,Middle-aged,Existing Customer,1
38,M,1,Graduate,Unknown,$80K - $120K,Blue,25,4,2,4,8138.0,0,8138.0,0.596,4839.0,61,0.649,0.0,Middle-aged,Existing Customer,1
51,F,3,Graduate,Married,Unknown,Blue,37,6,1,1,4502.0,1785,2717.0,1.014,4469.0,87,0.812,0.396,Middle-aged,Existing Customer,1
44,M,5,Unknown,Married,$60K - $80K,Silver,38,3,2,2,23836.25,928,32593.0,0.732,4115.0,66,0.535,0.028,Middle-aged,Existing Customer,1
48,F,3,High School,Single,Less than $40K,Blue,37,5,3,0,4361.0,806,3555.0,0.627,4518.0,84,0.75,0.185,Middle-aged,Existing Customer,1
53,M,4,College,Unknown,$60K - $80K,Blue,44,5,3,1,7026.0,1728,5298.0,0.669,3935.0,66,1.0,0.246,Middle-aged,Existing Customer,1
50,M,2,High School,Married,$80K - $120K,Blue,36,6,2,1,16388.0,2001,14387.0,0.547,4477.0,83,0.66,0.122,Middle-aged,Existing Customer,1
30,F,1,Graduate,Married,Less than $40K,Blue,36,2,2,3,2905.0,2517,388.0,0.725,2487.0,39,0.393,0.866,Young,Attrited Customer,0
41,M,1,Uneducated,Single,$80K - $120K,Blue,31,6,2,4,2404.0,1887,517.0,0.592,4489.0,75,0.744,0.785,Middle-aged,Existing Customer,1
55,F,4,High School,Married,Less than $40K,Blue,36,4,2,3,1477.0,0,1477.0,0.719,2419.0,49,0.531,0.0,Middle-aged,Attrited Customer,0
43,F,4,Post-Graduate,Divorced,Less than $40K,Blue,30,4,3,3,3556.0,2517,1039.0,0.651,2639.0,53,0.71,0.708,Middle-aged,Attrited Customer,0
48,M,3,Graduate,Married,$60K - $80K,Blue,38,6,1,0,5649.0,748,4901.0,1.077,4683.0,72,0.946,0.132,Middle-aged,Existing Customer,1
41,F,3,Post-Graduate,Unknown,$40K - $60K,Blue,29,6,1,3,14345.0,960,13385.0,0.817,4045.0,72,0.946,0.067,Middle-aged,Existing Customer,1
47,F,3,High School,Married,Less than $40K,Blue,36,6,2,3,6524.0,1993,4531.0,0.815,4267.0,66,0.886,0.305,Middle-aged,Existing Customer,1
55,F,1,Unknown,Married,Less than $40K,Blue,46,5,1,4,2281.0,920,1361.0,0.576,3968.0,66,0.833,0.403,Middle-aged,Existing Customer,1
47,F,4,College,Married,Less than $40K,Blue,38,3,1,2,2633.0,1924,709.0,0.806,3407.0,66,0.535,0.731,Middle-aged,Existing Customer,1
51,M,3,Graduate,Married,$80K - $120K,Blue,31,6,1,2,7693.0,0,7693.0,0.579,4573.0,93,0.632,0.0,Middle-aged,Existing Customer,1
44,F,3,High School,Single,Unknown,Blue,31,5,6,4,10262.0,1888,8374.0,0.508,3553.0,65,0.757,0.184,Middle-aged,Existing Customer,1
49,F,2,Unknown,Single,Unknown,Blue,39,4,1,3,11320.0,0,11320.0,0.669,2845.0,57,0.727,0.0,Middle-aged,Existing Customer,1
53,F,1,College,Single,Less than $40K,Blue,35,3,2,4,2482.0,916,1566.0,0.632,4295.0,72,0.532,0.369,Middle-aged,Existing Customer,1
47,F,3,High School,Married,Less than $40K,Blue,36,3,2,2,3035.0,0,3035.0,1.222,3847.0,63,0.658,0.0,Middle-aged,Existing Customer,1
51,M,2,Graduate,Single,$120K +,Blue,40,4,3,3,23836.25,0,26308.0,0.647,3278.0,53,0.828,0.0,Middle-aged,Existing Customer,1
53,F,4,Unknown,Single,Less than $40K,Blue,34,6,2,2,6721.0,1115,5606.0,0.79,3718.0,51,0.759,0.166,Middle-aged,Existing Customer,1
49,M,2,College,Single,$60K - $80K,Blue,41,6,3,4,6205.0,2233,3972.0,0.662,3906.0,64,0.684,0.36,Middle-aged,Existing Customer,1
35,F,3,Uneducated,Single,Less than $40K,Blue,36,4,2,3,2624.0,1458,1166.0,0.809,4487.0,61,0.743,0.556,Young,Existing Customer,1
40,F,3,Graduate,Married,Less than $40K,Blue,29,6,2,4,1479.0,458,1021.0,0.466,1811.0,44,0.517,0.31,Middle-aged,Attrited Customer,0
